,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Doors,Mileage_km
10372,98066,1176,HYUNDAI,Santa FE,2019,Minivan,Yes,Diesel,2.2,17632 km,4.0,Automatic,Front,Left wheel,White,4,4,17632.0
10373,14856,639,CHEVROLET,Cruze,2014,Sedan,Yes,Diesel,2,123850 km,4.0,Automatic,Front,Left wheel,Blue,4,4,123850.0
10374,188,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,321616 km,4.0,Automatic,Front,Left wheel,Red,12,4,321616.0
10375,21326,-,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,136600 km,4.0,Automatic,Front,Left wheel,White,8,4,136600.0
10376,13015,585,TOYOTA,Prius plug-in,2013,Hatchback,No,Plug-in Hybrid,1.8,120681 km,4.0,Automatic,Front,Left wheel,White,8,4,120681.0
10377,5959,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,60117 km,4.0,Automatic,Front,Left wheel,White,12,4,60117.0
10378,13962,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,242409 km,4.0,Automatic,Front,Left wheel,Grey,4,4,242409.0
10379,19008,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,229398 km,4.0,Automatic,Front,Left wheel,Black,4,4,229398.0
10380,30000,697,MERCEDES-BENZ,Vito,2012,Minivan,No,Diesel,2.2,170000 km,4.0,Automatic,Rear,Left wheel,Black,4,4,170000.0
10381,40634,880,SSANGYONG,Actyon,2018,Jeep,Yes,Petrol,1.6,30084 km,4.0,Automatic,Front,Left wheel,Blue,4,4,30084.0
10382,79616,1076,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2,4654 km,4.0,Automatic,Front,Left wheel,Silver,4,4,4654.0
10383,282,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,173925 km,4.0,Automatic,Front,Left wheel,Silver,12,4,173925.0
10384,1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069 km,4.0,Automatic,Front,Left wheel,Black,12,4,398069.0
10385,6899,-,OPEL,Astra,1998,Goods wagon,No,Petrol,1.6,150000 km,4.0,Manual,Front,Left wheel,Green,4,4,150000.0
10386,4704,-,NISSAN,Pathfinder,1998,Jeep,No,LPG,3.3,200000 km,6.0,Automatic,4x4,Left wheel,Silver,4,4,200000.0
10387,24462,831,FORD,Fusion SE,2018,Sedan,Yes,Petrol,1.5 Turbo,7368 km,4.0,Automatic,Front,Left wheel,White,8,4,7368.0
10388,6272,1437,OPEL,Combo,2004,Goods wagon,No,Diesel,1.7,0 km,4.0,Manual,Front,Left wheel,White,4,4,
10389,15521,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,50510 km,4.0,Automatic,Front,Left wheel,Silver,4,4,50510.0
10390,104216,1058,FORD,F150,2012,Sedan,Yes,Petrol,3.5,42187 km,4.0,Automatic,Front,Left wheel,Black,4,4,42187.0
10391,9879,1018,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3,273186 km,6.0,Automatic,Rear,Left wheel,White,12,4,273186.0
10392,8467,-,MERCEDES-BENZ,C 230,2002,Coupe,Yes,Petrol,2.3 Turbo,208000 km,4.0,Tiptronic,Rear,Left wheel,Silver,8,2,208000.0
10393,21639,-,BMW,X5,2008,Jeep,Yes,Petrol,4.8,200000 km,8.0,Tiptronic,4x4,Left wheel,Grey,8,4,200000.0
10394,251,1451,BMW,X5,2011,Jeep,Yes,Petrol,4.4,143678 km,8.0,Automatic,4x4,Left wheel,Black,12,4,143678.0
10395,6272,2297,MERCEDES-BENZ,GLE 63 AMG,2016,Jeep,Yes,Petrol,5.5,17584 km,8.0,Automatic,4x4,Left wheel,Black,0,4,17584.0
10396,60831,831,HONDA,Civic,2018,Sedan,Yes,Petrol,1.5,17992 km,4.0,Automatic,Front,Left wheel,Blue,4,4,17992.0
10397,38063,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,131690 km,4.0,Automatic,Front,Left wheel,Grey,4,4,131690.0
10398,14740,761,TOYOTA,Prius,2010,Sedan,No,Petrol,1.8,10100 km,4.0,Variator,Front,Left wheel,White,6,4,10100.0
10399,14113,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,56557 km,4.0,Automatic,Front,Left wheel,Silver,4,4,56557.0
10400,46414,694,TOYOTA,RAV 4 Dizel,2014,Jeep,Yes,Diesel,2.2 Turbo,164000 km,4.0,Automatic,4x4,Left wheel,Grey,12,4,164000.0
10401,43905,-,LEXUS,IS-F,2008,Sedan,Yes,Petrol,5,101000 km,8.0,Tiptronic,Rear,Left wheel,Grey,12,4,101000.0
10402,627,1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,121315 km,6.0,Automatic,4x4,Left wheel,Black,0,4,121315.0
10403,11563,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,177309 km,4.0,Automatic,Front,Left wheel,White,4,4,177309.0
10404,7527,-,MERCEDES-BENZ,C 180,1997,Sedan,No,Petrol,1.8,312000 km,4.0,Manual,Rear,Left wheel,Silver,6,4,312000.0
10405,14113,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,252800 km,4.0,Variator,Front,Left wheel,White,6,4,252800.0
10406,9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,586667 km,4.0,Automatic,Front,Left wheel,Orange,4,4,586667.0
10407,7997,1518,OPEL,Astra j,2003,Sedan,No,Petrol,1.8,23450 km,4.0,Automatic,Front,Left wheel,Silver,4,4,23450.0
10408,1019,1077,BMW,X3,2019,Sedan,Yes,Petrol,2,33870 km,4.0,Automatic,Rear,Left wheel,White,12,4,33870.0
10409,51589,-,TOYOTA,RAV 4,2016,Jeep,No,Petrol,2.5,25000 km,4.0,Tiptronic,Front,Left wheel,Silver,10,4,25000.0
10410,17562,765,SSANGYONG,Korando,2015,Universal,Yes,Diesel,2,43740 km,4.0,Automatic,Front,Left wheel,White,4,4,43740.0
10411,21012,463,TOYOTA,Prius,2018,Sedan,No,Hybrid,1.8,206794 km,4.0,Automatic,Front,Left wheel,Grey,10,4,206794.0
10412,30906,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,107000 km,4.0,Automatic,Front,Left wheel,Yellow,4,4,107000.0
10413,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530 km,6.0,Automatic,4x4,Left wheel,Black,12,4,189530.0
10414,3700,-,SEAT,Ibiza,2001,Hatchback,No,Diesel,1.9 Turbo,187000 km,4.0,Manual,Front,Left wheel,Silver,2,2,187000.0
10415,6586,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,505900 km,4.0,Automatic,Front,Left wheel,Orange,4,4,505900.0
10416,43592,-,BMW,535,2012,Sedan,Yes,Petrol,3.0 Turbo,92000 km,6.0,Tiptronic,Rear,Left wheel,White,8,4,92000.0
10417,15994,1172,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429 km,6.0,Automatic,Rear,Left wheel,Silver,12,2,170429.0
10418,5018,-,VOLKSWAGEN,Passat,1997,Goods wagon,No,Petrol,1.8 Turbo,160000 km,4.0,Manual,Front,Left wheel,Blue,0,4,160000.0
10419,21075,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,126199 km,4.0,Automatic,Front,Left wheel,White,4,4,126199.0
10420,6269,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,60563 km,4.0,Automatic,Front,Left wheel,Black,4,4,60563.0
10421,18801,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,106000 km,4.0,Variator,Front,Left wheel,Grey,0,4,106000.0
10422,9095,-,NISSAN,Tiida,2005,Hatchback,Yes,Petrol,1.5,140000 km,4.0,Automatic,4x4,Right-hand drive,Black,6,4,140000.0
10423,150533,1575,LAND ROVER,Range Rover Velar,2018,Jeep,Yes,Petrol,3.0 Turbo,22000 km,6.0,Tiptronic,4x4,Left wheel,White,12,4,22000.0
10424,41281,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,31754 km,4.0,Automatic,Front,Left wheel,Blue,4,4,31754.0
10425,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,256768 km,4.0,Automatic,Front,Left wheel,Silver,4,4,256768.0
10426,22894,1360,LEXUS,LS 460,2013,Sedan,Yes,Petrol,4.6,154258 km,8.0,Automatic,4x4,Left wheel,White,12,4,154258.0
10427,22433,1185,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,50653 km,4.0,Automatic,Front,Left wheel,Silver,4,4,50653.0
10428,45542,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,104918 km,4.0,Automatic,Front,Left wheel,White,4,4,104918.0
10429,784,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397 km,4.0,Automatic,Front,Left wheel,Black,12,4,102397.0
10430,10036,-,VOLKSWAGEN,Jetta,2008,Sedan,No,Petrol,2.5,122400 km,6.0,Manual,Front,Left wheel,Black,8,4,122400.0
10431,21639,-,INFINITI,EX35,2008,Jeep,Yes,Petrol,3.5,139200 km,6.0,Tiptronic,Rear,Left wheel,Blue,6,4,139200.0
10432,17249,-,NISSAN,Juke,2013,Jeep,No,Petrol,1.5,99000 km,4.0,Automatic,Front,Right-hand drive,Black,8,4,99000.0
10433,34497,-,FORD,Mustang,2015,Coupe,Yes,Petrol,2.3 Turbo,48000 km,4.0,Tiptronic,Rear,Left wheel,Black,8,2,48000.0
10434,10976,-,MERCEDES-BENZ,A 200,2005,Sedan,No,Petrol,1.7,142000 km,4.0,Tiptronic,Front,Left wheel,White,8,4,142000.0
10435,2800,-,OPEL,Astra,1998,Goods wagon,No,Diesel,1.7,55000 km,4.0,Manual,Front,Left wheel,Green,2,4,55000.0
10436,10192,761,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,46527 km,4.0,Automatic,Front,Left wheel,Black,4,4,46527.0
10437,1882,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,215810 km,4.0,Automatic,Front,Left wheel,Silver,12,4,215810.0
10438,1254,966,HYUNDAI,Elantra,2009,Sedan,Yes,Petrol,2,268227 km,4.0,Automatic,Front,Left wheel,Black,12,4,268227.0
10439,16621,-,BMW,328,2010,Sedan,Yes,Petrol,2.8,160000 km,6.0,Tiptronic,4x4,Left wheel,White,8,4,160000.0
10440,11917,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,162000 km,6.0,Automatic,Front,Left wheel,White,6,4,162000.0
10441,39201,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,Left wheel,Black,0,4,155821.0
10442,23521,-,FORD,Transit,1996,Microbus,No,Diesel,2.5,123000 km,4.0,Manual,Rear,Left wheel,White,2,4,123000.0
10443,5645,1324,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,345405 km,6.0,Automatic,4x4,Left wheel,Silver,12,4,345405.0
10444,4861,1324,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,264877 km,6.0,Automatic,4x4,Left wheel,White,12,4,264877.0
10445,44843,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,105743 km,4.0,Automatic,Front,Left wheel,White,4,4,105743.0
10446,26657,-,BMW,335,2007,Sedan,Yes,Petrol,3,0 km,6.0,Manual,Rear,Left wheel,Blue,8,2,
10447,12544,779,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Petrol,2.5,103000 km,5.0,Automatic,Front,Left wheel,White,0,4,103000.0
10448,9543,426,CHEVROLET,Spark,2015,Hatchback,Yes,Petrol,1,101512 km,4.0,Automatic,Front,Left wheel,Grey,4,4,101512.0
10449,7840,-,MITSUBISHI,Pajero IO,1999,Jeep,No,Petrol,1.8,198000 km,4.0,Automatic,4x4,Left wheel,White,4,4,198000.0
10450,5425,1095,SSANGYONG,Kyron,2008,Jeep,Yes,Diesel,2,98329 km,4.0,Automatic,Front,Left wheel,Black,4,4,98329.0
10451,34184,915,MERCEDES-BENZ,ML 350,2014,Jeep,Yes,Diesel,3,238448 km,6.0,Automatic,4x4,Left wheel,White,12,4,238448.0
10452,11917,-,OPEL,Zafira,2005,Universal,No,Petrol,2.2,100000 km,4.0,Automatic,Front,Left wheel,Silver,4,4,100000.0
10453,37730,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,161052 km,4.0,Automatic,Front,Left wheel,White,4,4,161052.0
10454,26657,1017,HYUNDAI,Elantra,2017,Sedan,No,Petrol,2,32000 km,4.0,Tiptronic,Front,Left wheel,Black,6,4,32000.0
10455,2822,-,MITSUBISHI,Colt,1997,Hatchback,No,Petrol,1.3,3250000 km,4.0,Manual,Front,Left wheel,Green,2,2,3250000.0
10456,18817,-,HYUNDAI,Veloster,2012,Hatchback,Yes,Petrol,1.6,122000 km,4.0,Tiptronic,Front,Left wheel,Silver,8,2,122000.0
10457,11290,583,HYUNDAI,Accent,2011,Sedan,Yes,Petrol,1.6,42211 km,4.0,Automatic,Front,Left wheel,Black,4,4,42211.0
10458,17249,-,HYUNDAI,Sonata,2012,Sedan,No,Petrol,2.4,86000 km,6.0,Automatic,Front,Left wheel,Grey,0,5,86000.0
10459,4077,-,VOLKSWAGEN,Jetta,1999,Sedan,No,CNG,2,250000 km,4.0,Automatic,Front,Left wheel,Green,0,4,250000.0
10460,10349,-,TOYOTA,Vitz,2005,Sedan,No,Petrol,1.3,180000 km,4.0,Automatic,Front,Right-hand drive,Black,4,4,180000.0
10461,30,-,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,Right-hand drive,Silver,4,4,
10462,12858,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,139000 km,4.0,Automatic,Front,Right-hand drive,Silver,6,4,139000.0
10463,16778,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,55857 km,4.0,Automatic,Front,Left wheel,White,4,4,55857.0
10464,6896,-,MERCEDES-BENZ,Vaneo,2005,Minivan,No,LPG,1.9,189000 km,4.0,Tiptronic,Front,Left wheel,Black,6,5,189000.0
10465,10976,-,DODGE,Durango,2004,Jeep,No,LPG,4.7,241600 km,8.0,Automatic,4x4,Left wheel,White,4,4,241600.0
10466,16935,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2,238025 km,4.0,Automatic,Front,Left wheel,White,4,4,238025.0
10467,37633,642,BMW,528,2012,Sedan,Yes,Petrol,2.0 Turbo,144000 km,4.0,Automatic,Rear,Left wheel,White,6,4,144000.0
10468,56450,-,LAND ROVER,Land Rover Sport,2012,Jeep,Yes,Petrol,5,165000 km,12.0,Tiptronic,4x4,Left wheel,Black,0,4,165000.0
10469,20385,1018,MERCEDES-BENZ,R 350,2011,Jeep,Yes,Diesel,3,85294 km,6.0,Automatic,4x4,Left wheel,Black,12,4,85294.0
10470,56371,880,HYUNDAI,Tucson,2018,Jeep,Yes,Petrol,1.6,32130 km,4.0,Automatic,Front,Left wheel,Grey,4,4,32130.0
10471,10349,1273,SSANGYONG,REXTON,2009,Jeep,Yes,Diesel,2.7,74277 km,4.0,Automatic,Front,Left wheel,Silver,4,4,74277.0
10472,24775,-,FORD,Focus,2017,Sedan,No,Petrol,1.5 Turbo,2700 km,4.0,Automatic,Front,Left wheel,Grey,6,4,2700.0
10473,29479,-,MERCEDES-BENZ,C 250,2013,Sedan,Yes,Petrol,1.8,134000 km,4.0,Tiptronic,Rear,Left wheel,Black,12,4,134000.0
10474,1490,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,176688 km,4.0,Automatic,Front,Left wheel,Black,12,4,176688.0
10475,3500,-,AUDI,A6,1998,Sedan,No,Petrol,2.8,150000 km,4.0,Tiptronic,Front,Right-hand drive,Silver,6,4,150000.0
10476,7840,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,160250 km,4.0,Variator,Front,Right-hand drive,Black,5,4,160250.0
10477,10349,-,NISSAN,Tiida,2004,Hatchback,No,Petrol,1.5,147000 km,4.0,Automatic,4x4,Left wheel,Grey,2,4,147000.0
10478,3450,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,135451 km,4.0,Automatic,Front,Left wheel,Grey,12,4,135451.0
10479,22894,1723,KIA,Sorento,2018,Sedan,Yes,Petrol,3.3,49646 km,6.0,Automatic,Front,Left wheel,Grey,12,4,49646.0
10480,23408,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,151000 km,4.0,Automatic,Front,Left wheel,White,4,4,151000.0
10481,29006,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,18071 km,4.0,Automatic,Front,Left wheel,White,4,4,18071.0
10482,11770,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,56554 km,4.0,Automatic,Front,Left wheel,Black,4,4,56554.0
10483,470,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,19834 km,4.0,Automatic,Front,Left wheel,Silver,12,4,19834.0
10484,862,259,CHEVROLET,Volt,2014,Jeep,Yes,Hybrid,1.4,133195 km,4.0,Automatic,Front,Left wheel,Black,0,4,133195.0
10485,12544,-,MERCEDES-BENZ,C 230,2006,Sedan,Yes,Petrol,2.4,250000 km,6.0,Automatic,Rear,Left wheel,Grey,4,4,250000.0
10486,9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,586667 km,4.0,Automatic,Front,Left wheel,Orange,4,4,586667.0
10487,188,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,197328 km,4.0,Automatic,Front,Left wheel,White,12,4,197328.0
10488,26149,629,HYUNDAI,Elantra,2015,Sedan,Yes,Diesel,1.6,80377 km,4.0,Automatic,Front,Left wheel,Grey,4,4,80377.0
10489,11300,1024,SUBARU,Forester,2010,Jeep,No,Petrol,2.5,182000 km,4.0,Tiptronic,4x4,Left wheel,Blue,12,4,182000.0
10490,10506,382,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,89000 km,4.0,Automatic,Front,Left wheel,Silver,10,4,89000.0
10491,8467,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,679836 km,4.0,Automatic,Front,Left wheel,Orange,4,4,679836.0
10492,2352,1018,AUDI,Q7,2011,Sedan,Yes,Diesel,3,232554 km,6.0,Automatic,4x4,Left wheel,Silver,0,4,232554.0
10493,19416,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,152587 km,4.0,Automatic,Front,Left wheel,Grey,4,4,152587.0
10494,1411,697,VOLKSWAGEN,Golf,2015,Hatchback,Yes,Petrol,1.8,219232 km,4.0,Automatic,Front,Left wheel,Black,12,4,219232.0
10495,862,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190 km,8.0,Automatic,4x4,Left wheel,White,0,4,263190.0
10496,1725,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,107155 km,4.0,Automatic,Front,Left wheel,Black,12,4,107155.0
10497,14897,585,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,0 km,4.0,Automatic,Front,Left wheel,Blue,0,4,
10498,43592,1249,TOYOTA,RAV 4,2017,Jeep,No,Petrol,2.5,11000 km,6.0,Tiptronic,4x4,Left wheel,Grey,6,4,11000.0
10499,4500,-,SKODA,Fabia,2007,Hatchback,No,Petrol,1.2,1000 km,4.0,Manual,Front,Left wheel,White,4,4,1000.0
10500,3136,1079,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2,30333 km,4.0,Automatic,Front,Left wheel,Grey,12,4,30333.0
10501,6899,1841,MERCEDES-BENZ,E 220,2000,Sedan,No,Diesel,2.2 Turbo,320000 km,4.0,Manual,Rear,Left wheel,Silver,4,4,320000.0
10502,12544,988,TOYOTA,Prius,2007,Hatchback,Yes,Hybrid,1.5,193000 km,4.0,Automatic,Front,Left wheel,Blue,0,4,193000.0
10503,11604,-,MITSUBISHI,Pajero,1997,Jeep,No,Petrol,3.5,368000 km,6.0,Automatic,4x4,Left wheel,Green,2,4,368000.0
10504,706,1850,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,122874 km,6.0,Automatic,Rear,Left wheel,Black,12,4,122874.0
10505,13485,-,FORD,Focus,2012,Sedan,Yes,Petrol,2,117000 km,4.0,Tiptronic,Front,Left wheel,Grey,12,4,117000.0
10506,22580,584,TOYOTA,Prius personna,2014,Hatchback,Yes,Petrol,1.8,135000 km,4.0,Variator,Front,Left wheel,White,7,4,135000.0
10507,16621,-,TOYOTA,RAV 4,2005,Hatchback,No,Petrol,2.4,273094 km,4.0,Automatic,Front,Left wheel,Grey,4,4,273094.0
10508,392,1514,LEXUS,GX 470,2011,Sedan,Yes,Petrol,4.6,202048 km,8.0,Automatic,4x4,Left wheel,White,0,4,202048.0
10509,3293,1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,71939 km,6.0,Automatic,4x4,Left wheel,Black,12,4,71939.0
10510,10036,1268,TOYOTA,Aqua,2012,Sedan,No,Hybrid,1.5,13000 km,4.0,Automatic,Front,Right-hand drive,Silver,0,4,13000.0
10511,14113,891,AUDI,S3,2016,Sedan,Yes,Petrol,2,61410 km,4.0,Automatic,4x4,Left wheel,Grey,12,4,61410.0
10512,36899,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,119098 km,4.0,Automatic,Front,Left wheel,Silver,4,4,119098.0
10513,784,765,LEXUS,NX 200,2015,Jeep,Yes,Petrol,2,109336 km,4.0,Automatic,4x4,Left wheel,Grey,12,4,109336.0
10514,15994,1473,JEEP,Liberty,2010,Jeep,No,Petrol,3.7,228800 km,6.0,Automatic,4x4,Left wheel,Black,8,4,228800.0
10515,30517,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,151854 km,4.0,Automatic,Front,Left wheel,Grey,4,4,151854.0
10516,7840,-,MERCEDES-BENZ,CLK 320,1998,Coupe,Yes,CNG,3.2,111111 km,6.0,Automatic,Rear,Left wheel,Black,2,2,111111.0
10517,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,229904 km,6.0,Automatic,4x4,Left wheel,Black,12,4,229904.0
10518,16935,1211,BMW,X5,2010,Jeep,Yes,Petrol,3,17000 km,6.0,Tiptronic,4x4,Left wheel,Black,10,4,17000.0
10519,6272,-,VOLKSWAGEN,Golf 4,2003,Hatchback,No,Petrol,2,250000 km,4.0,Automatic,Front,Left wheel,Silver,8,4,250000.0
10520,69935,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,273493 km,8.0,Automatic,4x4,Left wheel,Silver,0,4,273493.0
10521,17876,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,117000 km,4.0,Tiptronic,Front,Left wheel,Black,12,4,117000.0
10522,13877,475,HYUNDAI,Accent,2012,Sedan,Yes,Petrol,1.4,108931 km,4.0,Automatic,Front,Left wheel,Silver,4,4,108931.0
10523,4077,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,55790 km,4.0,Automatic,Front,Left wheel,Black,4,4,55790.0
10524,2666,915,AUDI,Q7,2014,Jeep,Yes,Petrol,3,85328 km,6.0,Automatic,4x4,Left wheel,Black,12,4,85328.0
10525,13172,-,OPEL,Astra,2009,Universal,No,Diesel,1.7 Turbo,166000 km,4.0,Manual,Front,Left wheel,Green,4,4,166000.0
10526,14454,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,140000 km,4.0,Automatic,Front,Left wheel,Silver,4,4,140000.0
10527,15681,779,VOLKSWAGEN,Passat,2013,Sedan,No,Petrol,2.5,156000 km,5.0,Tiptronic,Front,Left wheel,Grey,8,4,156000.0
10528,14113,-,BMW,325,2009,Sedan,No,Petrol,3,180000 km,6.0,Tiptronic,Rear,Left wheel,Blue,6,4,180000.0
10529,43905,-,BMW,535,2012,Sedan,Yes,Petrol,3.0 Turbo,0 km,6.0,Tiptronic,Rear,Left wheel,Brown,12,4,
10530,24709,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,155000 km,4.0,Automatic,Front,Left wheel,White,4,4,155000.0
10531,47042,-,CHEVROLET,Camaro,2011,Sedan,Yes,Petrol,3.6,127000 km,6.0,Automatic,Rear,Left wheel,Red,0,2,127000.0
10532,10663,-,TOYOTA,RAV 4,2001,Jeep,Yes,Petrol,2,216000 km,4.0,Manual,4x4,Right-hand drive,Silver,6,4,216000.0
10533,21953,-,MERCEDES-BENZ,S 320,2007,Sedan,Yes,Diesel,3.0 Turbo,220000 km,6.0,Tiptronic,Rear,Left wheel,Black,12,4,220000.0
10534,14113,-,FORD,Transit,1998,Microbus,No,Diesel,2.5 Turbo,222000 km,4.0,Manual,Rear,Left wheel,White,0,4,222000.0
10535,14113,-,TOYOTA,Prius,2008,Sedan,Yes,Petrol,1.5,150000 km,4.0,Automatic,Front,Left wheel,Blue,8,4,150000.0
10536,61471,784,HONDA,Civic,2017,Hatchback,Yes,Petrol,1.5,41018 km,4.0,Automatic,Front,Left wheel,White,4,4,41018.0
10537,862,1588,SUBARU,Forester,2007,Jeep,Yes,Petrol,2.5,311206 km,4.0,Automatic,4x4,Left wheel,Grey,12,4,311206.0
10538,19601,-,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,68000 km,4.0,Automatic,Front,Left wheel,Grey,9,4,68000.0
10539,24327,639,SSANGYONG,Korando,2014,Jeep,Yes,Diesel,2,158423 km,4.0,Automatic,Front,Left wheel,Red,4,4,158423.0
10540,18158,781,VOLKSWAGEN,Passat SE,2012,Sedan,Yes,Petrol,2.5,127000 km,5.0,Tiptronic,Front,Left wheel,Blue,6,4,127000.0
10541,16621,584,NISSAN,Juke,2014,Sedan,No,Petrol,1.8,93000 km,4.0,Automatic,Front,Left wheel,Blue,12,4,93000.0
10542,13172,-,NISSAN,X-Trail,2004,Jeep,Yes,CNG,2,190000 km,4.0,Automatic,4x4,Right-hand drive,Silver,4,4,190000.0
10543,1254,640,SUBARU,Impreza,2013,Sedan,Yes,Petrol,2,275530 km,4.0,Automatic,4x4,Left wheel,Grey,0,4,275530.0
10544,43128,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,116365 km,4.0,Automatic,Front,Left wheel,Black,4,4,116365.0
10545,18817,-,TOYOTA,Hilux,2004,Pickup,No,Diesel,2.5 Turbo,0 km,4.0,Manual,4x4,Left wheel,White,0,4,
10546,64823,1079,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,2,29545 km,4.0,Automatic,Front,Left wheel,Black,4,4,29545.0
10547,4077,1363,LEXUS,GX 460,2012,Sedan,Yes,Petrol,4.6,150909 km,8.0,Automatic,4x4,Left wheel,Black,0,4,150909.0
10548,11200,-,BMW,525,2005,Sedan,Yes,Petrol,3,246000 km,4.0,Automatic,Rear,Left wheel,Black,6,4,246000.0
10549,39201,-,INFINITI,FX35,2011,Jeep,Yes,Petrol,3.5,160000 km,6.0,Tiptronic,Rear,Left wheel,Silver,8,4,160000.0
10550,48610,1058,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,178000 km,6.0,Automatic,4x4,Left wheel,Black,0,4,178000.0
10551,282,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8.0,Automatic,4x4,Left wheel,Black,0,4,218126.0
10552,23082,502,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.5,87000 km,4.0,Automatic,Front,Left wheel,White,4,4,87000.0
